Title,Release_Date,ViewRating,Genres,Budget,DomesticGross,WorldwideGross,Description,Keywords,Runtime
Radio Raven,1989,,Crime Mystery ,,,,"In a small French town, a pirate radio begins telling lies (or are they unsavory truths) about people and nobody seems able to catch the guilty party or even guess his or her identity.",anonymous revenge radio broadcasting pirate radio pirate broadcasting 2 more ,60
La vouivre,1989,,Drama ,,,,"Arsène Muselier returns to his home village at the end of the First World War. His only injury is a head wound, which sometimes provokes periods of delirium and fury. As he renews his acquaintance with the people he left behind - his mother, the old farmhand who brought him up after his father's death, his former girlfriend, and many others - he becomes fascinated by the legend of La Vouivre, a creature with the body of a woman who lives in the marsh, surrounded by vipers. One day, Arsène sees the strange woman - she is naked, beautiful, alluring, and he is instantly enchanted by her. Can she be real, or is she merely a creation of his damaged mind...?",whipping female whipping female full rear nudity bare breasts based on novel ,60
Ostatni prom,1989,,Drama ,,,,"Events are set in December of 1981: mobs of buyers descend on an already depleted supermarket. Most of the film happens on a ship carrying Poles on a cruise. Most passengers, however, have already decided to jump ship when it docks in Hamburg. One of the passengers is a dissident high school teacher sent abroad by Solidarity. He is carrying addresses of underground printing offices, contact points, etc. to sympathizers abroad in case the labor union is banned in Poland. He is under surveillance of the secret police, anxious to get their hands on the info. When the ship is in the middle of the Baltic sea, martial law is declared and the ship is militarized. The captain announces he will turn and return the home port. Many anguished passengers put the life vests on and jump into the sea, where they are picked up by two German ships. The teacher, however, decides to return to Poland and continue the struggle for freedom.",based on novel ,60
Raffles Hotel,1989,,Drama Mystery Thriller ,,,,A mystery takes place in the decorous halls of the Stamford Raffles Hotel in Singapore.,based on novel ,60
Barroco,1989,,Drama History Music ,,,,"A series of images, music and sounds which transport through Mexico's history, without any narrative sequence. The film spins constantly round the question 'Where are the singers from?' (De donde son los cantantes? in spanish: the title of a popular cuban song).",experimental film no dialogue based on novel ,60
Mull,1989,Not Rated,Drama ,,,,"An Australian film about a teenage girl who takes responsibility for keeping her ""family"" together.",precocious child australia love triangle loss of mother gay interest 5 more ,60
Dark Woods,1989,,Drama ,,,,"Violette, a beautiful aspiring actress meets a handsome stranger named Gustave. After a whirlwind romance they marry, and move into his ancestral home which they share with Gustave's mother. An unexpected visit by Gustave's brother Bastien leads to a tragic series of events after Gustave becomes insanely jealous of the attraction between his new bride and his brother.",based on novel ,60
Il prete bello,1989,,Drama ,,,,,woman sexually attracted to a priest venice italy thief theft teenage boy 43 more ,60
Torquemada,1989,,Drama History ,,,,,torquemada spanish inquisition sin religion morality 1 more ,60
Mula paa hanggang ulo,1989,,Action ,,,,,body part in title four word title death nightclub revenge 6 more ,
Jeniec Europy,1989,,Drama ,,,,"On the island of Saint Helena, a prisoner Napoleon resisted allies who, through the voice of the English governor, Hudson Lowe, tried to humiliate him, break him, poison him in the figurative sense of the word, and perhaps literally.",based on novel ,120
Bihagin ang dalagang ito,1989,,Comedy Romance ,,,,,based on comic based on novel ,
"Piry Valtasara, ili noch so Stalinym",1989,,Drama History ,,,,"A dance troupe from the autonomous region of Abkhazia in western Georgia perform for Stalin, Lavrentiy Beria, Abkhaz leader Nestor Lakoba, and other high-ranking party officials in the Black Sea coastal town of Gagra.",josef stalin character abkhazia dictator stalinism josef stalin 5 more ,60
Devadas,1989,,Drama Romance ,,,,,alcoholic love triangle forbidden love dancer based on novel ,120
Sakura no ki no shita de,1989,,Drama Romance ,,,,A mother and daughter become enemies for the same lover.,older man younger woman sex bare breasts sexually dissatisfied wife cheating wife mother and daughter compete for man 6 more ,60
"Noiembrie, ultimul bal",1989,,Drama ,,,,"Stefan Iordache is Prince Cantacuzin, a cultivated man that lives in a small burgh or borough where ""nothing ever happened"". Based on the short novel, ""The Place Where Nothing Ever Happened"" by Mihail Sadoveanu, the film is the story of Cantacuzin's hidden love for his pupil he mentored since early adolescence, until her being married by her stepfather.
Daria Mazu, coming from an unfortunate family, with an epileptic brother and a drunker stepfather, and a fortune the latter wants to have for himself, even if that meant getting rid of the children, was tutored and brought up a young lady by Cantacuzin and Mrs. Ortac, which nurtures some feelings for the Prince. When a friend of Cantacuzin dares asking Daria from her father, a set of events sets in motion. Daria's crazy brother appears from nowhere, throwing fits in her married woman home; her father quarrels with her husband for the dowry and an old debt; Daria herself confesses her love to Cantacuzin, who's also confessing, but taking no action, at the beautifully filmed ball scene; and the brother kills his stepfather. In the final scenes, Daria and her brother go deep into a deep morass/lake, to escape from it all.
Daria is trapped between the principles Cantacuzin instilled in her, once with the education he provided her and her own bovaric instincts, that do not allow her settle for the quiet existence in the borough. Beautiful classical music, beautiful footage.",based on novel ,60
Mutyamantha Muddu,1989,,Romance ,,,,,based on novel ,
Yakuza Ladies 3,1989,,,,,,,based on novel ,60
Dexiotera tis dexias,1989,,Drama Thriller ,,,,"The secret services of the junta use a resisting captain who is now their prisoner in order to trap some resistance kernels. The conflicting ideological trajectories of people, each representing something specific, are drifting from the whirlpool of history, composing a mosaic of representative heroes of a time.",based on novel ,120
Diploma za smrt,1989,,Crime Thriller ,,,,Two young bright university graduates start a brilliant career of gangsters.,graduate university gangster nightclub dog 25 more ,60
Abschied vom falschen Paradies,1989,,Drama ,,,,,jail based on novel ,60
Docchini suruno,1989,,Comedy Drama Romance ,,,,,female executive bankruptcy corporate takeover toy company love triangle 1 more ,60
Jan Rap en z'n maat,1989,,Comedy Drama ,,,,,drug f rated shelter gay teenager gay interest 4 more ,60
O Grande Mentecapto,1989,,Comedy ,,,,"Viramundo is a sympathetic guy, perhaps insane, perhaps a genius, who decides to leave his tiny hometown and turn the world upside down.",based on novel ,60
Galit sa mundo,1989,,Action Drama ,,,,,based on comic based on novel ,
A Thousand and One Wives,1989,,Drama ,,,,,f rated based on novel ,60
